kode_provinsi,nama_provinsi,indikator_upaya_kesehatan,tahun,nilai
61,"Prov. Kalimantan Barat","Jumlah Peserta JPK",2002,402105
61,"Prov. Kalimantan Barat","Jumlah Peserta JPK",2003,442016
61,"Prov. Kalimantan Barat","Jumlah Peserta JPK",2004,1240870
61,"Prov. Kalimantan Barat","Jumlah Peserta JPK",2005,1670054
61,"Prov. Kalimantan Barat","Jumlah Peserta JPK",2006,1672704
61,"Prov. Kalimantan Barat","Jumlah Peserta JPK",2007,1935441
61,"Prov. Kalimantan Barat","Jumlah Peserta JPK",2008,0
61,"Prov. Kalimantan Barat","Jumlah Peserta JPK",2009,0
61,"Prov. Kalimantan Barat","Jumlah Peserta JPK",2010,0
61,"Prov. Kalimantan Barat","Jumlah Peserta JPK",2011,0
61,"Prov. Kalimantan Barat","Jumlah Peserta JPK",2012,0
61,"Prov. Kalimantan Barat","Persen Balita Gizi Buruk",2000,0
61,"Prov. Kalimantan Barat","Persen Balita Gizi Buruk",2001,.5
61,"Prov. Kalimantan Barat","Persen Balita Gizi Buruk",2002,11.78
61,"Prov. Kalimantan Barat","Persen Balita Gizi Buruk",2003,13.81
61,"Prov. Kalimantan Barat","Persen Balita Gizi Buruk",2004,0
61,"Prov. Kalimantan Barat","Persen Balita Gizi Buruk",2005,.1
61,"Prov. Kalimantan Barat","Persen Balita Gizi Buruk",2006,0
61,"Prov. Kalimantan Barat","Persen Balita Gizi Buruk",2007,8.5
61,"Prov. Kalimantan Barat","Persen Balita Gizi Buruk",2008,0
61,"Prov. Kalimantan Barat","Persen Balita Gizi Buruk",2009,0
61,"Prov. Kalimantan Barat","Persen Balita Gizi Buruk",2010,0
61,"Prov. Kalimantan Barat","Persen Balita Gizi Buruk",2011,0
61,"Prov. Kalimantan Barat","Persen Balita Gizi Buruk",2012,0
61,"Prov. Kalimantan Barat","Persen Desa UCI",2000,0
61,"Prov. Kalimantan Barat","Persen Desa UCI",2001,0
61,"Prov. Kalimantan Barat","Persen Desa UCI",2002,76.79
61,"Prov. Kalimantan Barat","Persen Desa UCI",2003,79.46
61,"Prov. Kalimantan Barat","Persen Desa UCI",2004,60.95
61,"Prov. Kalimantan Barat","Persen Desa UCI",2005,65.01
61,"Prov. Kalimantan Barat","Persen Desa UCI",2006,73.12
61,"Prov. Kalimantan Barat","Persen Desa UCI",2007,76.29
61,"Prov. Kalimantan Barat","Persen Desa UCI",2008,69.54
61,"Prov. Kalimantan Barat","Persen Desa UCI",2009,62.49
61,"Prov. Kalimantan Barat","Persen Desa UCI",2010,62.49
61,"Prov. Kalimantan Barat","Persen Desa UCI",2011,62.49
61,"Prov. Kalimantan Barat","Persen Desa UCI",2012,62.49
61,"Prov. Kalimantan Barat","Persen Drop out imunisasi",2000,9.63
61,"Prov. Kalimantan Barat","Persen Drop out imunisasi",2001,12.53
61,"Prov. Kalimantan Barat","Persen Drop out imunisasi",2002,6.4
61,"Prov. Kalimantan Barat","Persen Drop out imunisasi",2003,8.95
61,"Prov. Kalimantan Barat","Persen Drop out imunisasi",2004,12
61,"Prov. Kalimantan Barat","Persen Drop out imunisasi",2005,4.7
61,"Prov. Kalimantan Barat","Persen Drop out imunisasi",2006,8.1
61,"Prov. Kalimantan Barat","Persen Drop out imunisasi",2007,13.1
61,"Prov. Kalimantan Barat","Persen Drop out imunisasi",2008,5.1
61,"Prov. Kalimantan Barat","Persen Drop out imunisasi",2009,8.32
61,"Prov. Kalimantan Barat","Persen Drop out imunisasi",2010,8.32
61,"Prov. Kalimantan Barat","Persen Drop out imunisasi",2011,8.32
61,"Prov. Kalimantan Barat","Persen Drop out imunisasi",2012,8.32
61,"Prov. Kalimantan Barat","Persen Imunisasi Campak",2000,86.06
61,"Prov. Kalimantan Barat","Persen Imunisasi Campak",2001,83.33
61,"Prov. Kalimantan Barat","Persen Imunisasi Campak",2002,85.01
61,"Prov. Kalimantan Barat","Persen Imunisasi Campak",2003,85.48
61,"Prov. Kalimantan Barat","Persen Imunisasi Campak",2004,85.64
61,"Prov. Kalimantan Barat","Persen Imunisasi Campak",2005,90.9
61,"Prov. Kalimantan Barat","Persen Imunisasi Campak",2006,83.4
61,"Prov. Kalimantan Barat","Persen Imunisasi Campak",2007,85.5
61,"Prov. Kalimantan Barat","Persen Imunisasi Campak",2008,82.6
61,"Prov. Kalimantan Barat","Persen Imunisasi Campak",2009,86.13
61,"Prov. Kalimantan Barat","Persen Imunisasi Campak",2010,86.13
61,"Prov. Kalimantan Barat","Persen Imunisasi Campak",2011,86.13
61,"Prov. Kalimantan Barat","Persen Imunisasi Campak",2012,86.13
61,"Prov. Kalimantan Barat","Persen Kunjungan Bayi",2000,0
61,"Prov. Kalimantan Barat","Persen Kunjungan Bayi",2001,0
61,"Prov. Kalimantan Barat","Persen Kunjungan Bayi",2002,0
61,"Prov. Kalimantan Barat","Persen Kunjungan Bayi",2003,65.77
61,"Prov. Kalimantan Barat","Persen Kunjungan Bayi",2004,69.21
61,"Prov. Kalimantan Barat","Persen Kunjungan Bayi",2005,0
61,"Prov. Kalimantan Barat","Persen Kunjungan Bayi",2006,0
61,"Prov. Kalimantan Barat","Persen Kunjungan Bayi",2007,0
61,"Prov. Kalimantan Barat","Persen Kunjungan Bayi",2008,0
61,"Prov. Kalimantan Barat","Persen Kunjungan Bayi",2009,80
61,"Prov. Kalimantan Barat","Persen Kunjungan Bayi",2010,80
61,"Prov. Kalimantan Barat","Persen Kunjungan Bayi",2011,80
61,"Prov. Kalimantan Barat","Persen Kunjungan Bayi",2012,80
61,"Prov. Kalimantan Barat","Persen Kunjungan K1",2000,89.8
61,"Prov. Kalimantan Barat","Persen Kunjungan K1",2001,90.06
61,"Prov. Kalimantan Barat","Persen Kunjungan K1",2002,92.9
61,"Prov. Kalimantan Barat","Persen Kunjungan K1",2003,0
61,"Prov. Kalimantan Barat","Persen Kunjungan K1",2004,89.16
61,"Prov. Kalimantan Barat","Persen Kunjungan K1",2005,89.53
61,"Prov. Kalimantan Barat","Persen Kunjungan K1",2006,84.24
61,"Prov. Kalimantan Barat","Persen Kunjungan K1",2007,89.77
61,"Prov. Kalimantan Barat","Persen Kunjungan K1",2008,91.77
61,"Prov. Kalimantan Barat","Persen Kunjungan K1",2009,89.07
61,"Prov. Kalimantan Barat","Persen Kunjungan K1",2010,89.07
61,"Prov. Kalimantan Barat","Persen Kunjungan K1",2011,89.07
61,"Prov. Kalimantan Barat","Persen Kunjungan K1",2012,89.07
61,"Prov. Kalimantan Barat","Persen Kunjungan K4",2000,79.29
61,"Prov. Kalimantan Barat","Persen Kunjungan K4",2001,79.29
61,"Prov. Kalimantan Barat","Persen Kunjungan K4",2002,81.6
61,"Prov. Kalimantan Barat","Persen Kunjungan K4",2003,79.98
61,"Prov. Kalimantan Barat","Persen Kunjungan K4",2004,79.86
61,"Prov. Kalimantan Barat","Persen Kunjungan K4",2005,65.71
61,"Prov. Kalimantan Barat","Persen Kunjungan K4",2006,76.64
61,"Prov. Kalimantan Barat","Persen Kunjungan K4",2007,82.24
61,"Prov. Kalimantan Barat","Persen Kunjungan K4",2008,67.79
61,"Prov. Kalimantan Barat","Persen Kunjungan K4",2009,81.11
61,"Prov. Kalimantan Barat","Persen Kunjungan K4",2010,81.11
61,"Prov. Kalimantan Barat","Persen Kunjungan K4",2011,81.11
61,"Prov. Kalimantan Barat","Persen Kunjungan K4",2012,81.11
61,"Prov. Kalimantan Barat","Persen Kunjungan Neonatus KN1",2000,75.24
61,"Prov. Kalimantan Barat","Persen Kunjungan Neonatus KN1",2001,75.24
61,"Prov. Kalimantan Barat","Persen Kunjungan Neonatus KN1",2002,75.93
61,"Prov. Kalimantan Barat","Persen Kunjungan Neonatus KN1",2003,82.19
61,"Prov. Kalimantan Barat","Persen Kunjungan Neonatus KN1",2004,68.58
61,"Prov. Kalimantan Barat","Persen Kunjungan Neonatus KN1",2005,51.89
61,"Prov. Kalimantan Barat","Persen Kunjungan Neonatus KN1",2006,55.65
61,"Prov. Kalimantan Barat","Persen Kunjungan Neonatus KN1",2007,72.05
61,"Prov. Kalimantan Barat","Persen Kunjungan Neonatus KN1",2008,
61,"Prov. Kalimantan Barat","Persen Kunjungan Neonatus KN1",2009,81.1
61,"Prov. Kalimantan Barat","Persen Kunjungan Neonatus KN1",2010,81.1
61,"Prov. Kalimantan Barat","Persen Kunjungan Neonatus KN1",2011,81.1
61,"Prov. Kalimantan Barat","Persen Kunjungan Neonatus KN1",2012,81.1
61,"Prov. Kalimantan Barat","Persen Pemberian Fe3 Ibu Hamil",2000,34.12
61,"Prov. Kalimantan Barat","Persen Pemberian Fe3 Ibu Hamil",2001,60.03
61,"Prov. Kalimantan Barat","Persen Pemberian Fe3 Ibu Hamil",2002,34.65
61,"Prov. Kalimantan Barat","Persen Pemberian Fe3 Ibu Hamil",2003,49.85
61,"Prov. Kalimantan Barat","Persen Pemberian Fe3 Ibu Hamil",2004,69
61,"Prov. Kalimantan Barat","Persen Pemberian Fe3 Ibu Hamil",2005,66.4
61,"Prov. Kalimantan Barat","Persen Pemberian Fe3 Ibu Hamil",2006,52.47
61,"Prov. Kalimantan Barat","Persen Pemberian Fe3 Ibu Hamil",2007,71.36
61,"Prov. Kalimantan Barat","Persen Pemberian Fe3 Ibu Hamil",2008,52.51
61,"Prov. Kalimantan Barat","Persen Pemberian Fe3 Ibu Hamil",2009,63.02
61,"Prov. Kalimantan Barat","Persen Pemberian Fe3 Ibu Hamil",2010,63.02
61,"Prov. Kalimantan Barat","Persen Pemberian Fe3 Ibu Hamil",2011,63.02
61,"Prov. Kalimantan Barat","Persen Pemberian Fe3 Ibu Hamil",2012,63.02
61,"Prov. Kalimantan Barat","Persen Salinakes",2000,75.24
61,"Prov. Kalimantan Barat","Persen Salinakes",2001,64.29
61,"Prov. Kalimantan Barat","Persen Salinakes",2002,65.16
61,"Prov. Kalimantan Barat","Persen Salinakes",2003,66.28
61,"Prov. Kalimantan Barat","Persen Salinakes",2004,68.94
61,"Prov. Kalimantan Barat","Persen Salinakes",2005,68.38
61,"Prov. Kalimantan Barat","Persen Salinakes",2006,66.08
61,"Prov. Kalimantan Barat","Persen Salinakes",2007,73.48
61,"Prov. Kalimantan Barat","Persen Salinakes",2008,75.49
61,"Prov. Kalimantan Barat","Persen Salinakes",2009,73.24
61,"Prov. Kalimantan Barat","Persen Salinakes",2010,73.24
61,"Prov. Kalimantan Barat","Persen Salinakes",2011,73.24
61,"Prov. Kalimantan Barat","Persen Salinakes",2012,73.24
61,"Prov. Kalimantan Barat","PersentasePeserta KB Baru",2000,0
61,"Prov. Kalimantan Barat","PersentasePeserta KB Baru",2001,68753
61,"Prov. Kalimantan Barat","PersentasePeserta KB Baru",2002,50122
61,"Prov. Kalimantan Barat","PersentasePeserta KB Baru",2003,9943
61,"Prov. Kalimantan Barat","PersentasePeserta KB Baru",2004,0
61,"Prov. Kalimantan Barat","PersentasePeserta KB Baru",2005,68513
61,"Prov. Kalimantan Barat","PersentasePeserta KB Baru",2006,85356
61,"Prov. Kalimantan Barat","PersentasePeserta KB Baru",2007,92802
61,"Prov. Kalimantan Barat","PersentasePeserta KB Baru",2008,108134
61,"Prov. Kalimantan Barat","PersentasePeserta KB Baru",2009,17.61
61,"Prov. Kalimantan Barat","PersentasePeserta KB Baru",2010,17.61
61,"Prov. Kalimantan Barat","PersentasePeserta KB Baru",2011,17.61
61,"Prov. Kalimantan Barat","PersentasePeserta KB Baru",2012,17.61
61,"Prov. Kalimantan Barat","Prevalensi BBLR per 100",2000,0
61,"Prov. Kalimantan Barat","Prevalensi BBLR per 100",2001,2.58
61,"Prov. Kalimantan Barat","Prevalensi BBLR per 100",2002,.54
61,"Prov. Kalimantan Barat","Prevalensi BBLR per 100",2003,0
61,"Prov. Kalimantan Barat","Prevalensi BBLR per 100",2004,0
61,"Prov. Kalimantan Barat","Prevalensi BBLR per 100",2005,0
61,"Prov. Kalimantan Barat","Prevalensi BBLR per 100",2006,0
61,"Prov. Kalimantan Barat","Prevalensi BBLR per 100",2007,16.6
61,"Prov. Kalimantan Barat","Prevalensi BBLR per 100",2008,0
61,"Prov. Kalimantan Barat","Prevalensi BBLR per 100",2009,0
61,"Prov. Kalimantan Barat","Prevalensi BBLR per 100",2010,0
61,"Prov. Kalimantan Barat","Prevalensi BBLR per 100",2011,0
61,"Prov. Kalimantan Barat","Prevalensi BBLR per 100",2012,0
62,"Prov. Kalimantan Tengah","Jumlah Peserta JPK",2000,0
62,"Prov. Kalimantan Tengah","Jumlah Peserta JPK",2001,0
62,"Prov. Kalimantan Tengah","Jumlah Peserta JPK",2002,356747
62,"Prov. Kalimantan Tengah","Jumlah Peserta JPK",2003,258076
62,"Prov. Kalimantan Tengah","Jumlah Peserta JPK",2004,312562
62,"Prov. Kalimantan Tengah","Jumlah Peserta JPK",2005,692418
62,"Prov. Kalimantan Tengah","Jumlah Peserta JPK",2006,725675
62,"Prov. Kalimantan Tengah","Jumlah Peserta JPK",2007,1003748
62,"Prov. Kalimantan Tengah","Jumlah Peserta JPK",2008,0
62,"Prov. Kalimantan Tengah","Jumlah Peserta JPK",2009,0
62,"Prov. Kalimantan Tengah","Jumlah Peserta JPK",2010,0
62,"Prov. Kalimantan Tengah","Jumlah Peserta JPK",2011,0
62,"Prov. Kalimantan Tengah","Jumlah Peserta JPK",2012,0
62,"Prov. Kalimantan Tengah","Persen Balita Gizi Buruk",2000,0
62,"Prov. Kalimantan Tengah","Persen Balita Gizi Buruk",2001,1.28
62,"Prov. Kalimantan Tengah","Persen Balita Gizi Buruk",2002,13.59
62,"Prov. Kalimantan Tengah","Persen Balita Gizi Buruk",2003,9.49
62,"Prov. Kalimantan Tengah","Persen Balita Gizi Buruk",2004,0
62,"Prov. Kalimantan Tengah","Persen Balita Gizi Buruk",2005,.01
62,"Prov. Kalimantan Tengah","Persen Balita Gizi Buruk",2006,0
62,"Prov. Kalimantan Tengah","Persen Balita Gizi Buruk",2007,8.1
62,"Prov. Kalimantan Tengah","Persen Balita Gizi Buruk",2008,0
62,"Prov. Kalimantan Tengah","Persen Balita Gizi Buruk",2009,0
62,"Prov. Kalimantan Tengah","Persen Balita Gizi Buruk",2010,0
62,"Prov. Kalimantan Tengah","Persen Balita Gizi Buruk",2011,0
62,"Prov. Kalimantan Tengah","Persen Balita Gizi Buruk",2012,0
62,"Prov. Kalimantan Tengah","Persen Desa UCI",2000,0
62,"Prov. Kalimantan Tengah","Persen Desa UCI",2001,0
62,"Prov. Kalimantan Tengah","Persen Desa UCI",2002,62.54
62,"Prov. Kalimantan Tengah","Persen Desa UCI",2003,56
62,"Prov. Kalimantan Tengah","Persen Desa UCI",2004,53.47
62,"Prov. Kalimantan Tengah","Persen Desa UCI",2005,58.99
62,"Prov. Kalimantan Tengah","Persen Desa UCI",2006,36.13
62,"Prov. Kalimantan Tengah","Persen Desa UCI",2007,76.29
62,"Prov. Kalimantan Tengah","Persen Desa UCI",2008,0
62,"Prov. Kalimantan Tengah","Persen Desa UCI",2009,68.42
62,"Prov. Kalimantan Tengah","Persen Desa UCI",2010,68.42
62,"Prov. Kalimantan Tengah","Persen Desa UCI",2011,68.42
62,"Prov. Kalimantan Tengah","Persen Desa UCI",2012,68.42
62,"Prov. Kalimantan Tengah","Persen Drop out imunisasi",2000,8.26
62,"Prov. Kalimantan Tengah","Persen Drop out imunisasi",2001,7.51
62,"Prov. Kalimantan Tengah","Persen Drop out imunisasi",2002,2.6
62,"Prov. Kalimantan Tengah","Persen Drop out imunisasi",2003,10.12
62,"Prov. Kalimantan Tengah","Persen Drop out imunisasi",2004,.2
62,"Prov. Kalimantan Tengah","Persen Drop out imunisasi",2005,5.7
62,"Prov. Kalimantan Tengah","Persen Drop out imunisasi",2006,1.7
62,"Prov. Kalimantan Tengah","Persen Drop out imunisasi",2007,3.3
62,"Prov. Kalimantan Tengah","Persen Drop out imunisasi",2008,5.4
62,"Prov. Kalimantan Tengah","Persen Drop out imunisasi",2009,5.55
62,"Prov. Kalimantan Tengah","Persen Drop out imunisasi",2010,5.55
62,"Prov. Kalimantan Tengah","Persen Drop out imunisasi",2011,5.55
62,"Prov. Kalimantan Tengah","Persen Drop out imunisasi",2012,5.55
62,"Prov. Kalimantan Tengah","Persen Imunisasi Campak",2000,91.1
62,"Prov. Kalimantan Tengah","Persen Imunisasi Campak",2001,89.8
62,"Prov. Kalimantan Tengah","Persen Imunisasi Campak",2002,89.28
62,"Prov. Kalimantan Tengah","Persen Imunisasi Campak",2003,83.49
62,"Prov. Kalimantan Tengah","Persen Imunisasi Campak",2004,82.76
62,"Prov. Kalimantan Tengah","Persen Imunisasi Campak",2005,84.1
62,"Prov. Kalimantan Tengah","Persen Imunisasi Campak",2006,87.8
62,"Prov. Kalimantan Tengah","Persen Imunisasi Campak",2007,88.6
62,"Prov. Kalimantan Tengah","Persen Imunisasi Campak",2008,80.7
62,"Prov. Kalimantan Tengah","Persen Imunisasi Campak",2009,88.74
62,"Prov. Kalimantan Tengah","Persen Imunisasi Campak",2010,88.74
62,"Prov. Kalimantan Tengah","Persen Imunisasi Campak",2011,88.74
62,"Prov. Kalimantan Tengah","Persen Imunisasi Campak",2012,88.74
62,"Prov. Kalimantan Tengah","Persen Kunjungan Bayi",2000,0
62,"Prov. Kalimantan Tengah","Persen Kunjungan Bayi",2001,0
62,"Prov. Kalimantan Tengah","Persen Kunjungan Bayi",2002,0
62,"Prov. Kalimantan Tengah","Persen Kunjungan Bayi",2003,89.55
62,"Prov. Kalimantan Tengah","Persen Kunjungan Bayi",2004,91.29
62,"Prov. Kalimantan Tengah","Persen Kunjungan Bayi",2005,0
62,"Prov. Kalimantan Tengah","Persen Kunjungan Bayi",2006,0
62,"Prov. Kalimantan Tengah","Persen Kunjungan Bayi",2007,0
62,"Prov. Kalimantan Tengah","Persen Kunjungan Bayi",2008,0
62,"Prov. Kalimantan Tengah","Persen Kunjungan Bayi",2009,72
62,"Prov. Kalimantan Tengah","Persen Kunjungan Bayi",2010,72
62,"Prov. Kalimantan Tengah","Persen Kunjungan Bayi",2011,72
62,"Prov. Kalimantan Tengah","Persen Kunjungan Bayi",2012,72
62,"Prov. Kalimantan Tengah","Persen Kunjungan K1",2000,73.8
62,"Prov. Kalimantan Tengah","Persen Kunjungan K1",2001,91.21
62,"Prov. Kalimantan Tengah","Persen Kunjungan K1",2002,93.89
62,"Prov. Kalimantan Tengah","Persen Kunjungan K1",2003,0
62,"Prov. Kalimantan Tengah","Persen Kunjungan K1",2004,87.62
62,"Prov. Kalimantan Tengah","Persen Kunjungan K1",2005,90.18
62,"Prov. Kalimantan Tengah","Persen Kunjungan K1",2006,85.25
62,"Prov. Kalimantan Tengah","Persen Kunjungan K1",2007,87.62
62,"Prov. Kalimantan Tengah","Persen Kunjungan K1",2008,88.66
62,"Prov. Kalimantan Tengah","Persen Kunjungan K1",2009,91.76
62,"Prov. Kalimantan Tengah","Persen Kunjungan K1",2010,91.76
62,"Prov. Kalimantan Tengah","Persen Kunjungan K1",2011,91.76
62,"Prov. Kalimantan Tengah","Persen Kunjungan K1",2012,91.76
62,"Prov. Kalimantan Tengah","Persen Kunjungan K4",2000,79.93
62,"Prov. Kalimantan Tengah","Persen Kunjungan K4",2001,72.63
62,"Prov. Kalimantan Tengah","Persen Kunjungan K4",2002,82.5
62,"Prov. Kalimantan Tengah","Persen Kunjungan K4",2003,73.59
62,"Prov. Kalimantan Tengah","Persen Kunjungan K4",2004,74.72
62,"Prov. Kalimantan Tengah","Persen Kunjungan K4",2005,77.52
62,"Prov. Kalimantan Tengah","Persen Kunjungan K4",2006,73.1
62,"Prov. Kalimantan Tengah","Persen Kunjungan K4",2007,76.36
62,"Prov. Kalimantan Tengah","Persen Kunjungan K4",2008,84.24
62,"Prov. Kalimantan Tengah","Persen Kunjungan K4",2009,80.6
62,"Prov. Kalimantan Tengah","Persen Kunjungan K4",2010,80.6
62,"Prov. Kalimantan Tengah","Persen Kunjungan K4",2011,80.6
62,"Prov. Kalimantan Tengah","Persen Kunjungan K4",2012,80.6
62,"Prov. Kalimantan Tengah","Persen Kunjungan Neonatus KN1",2000,81.7
62,"Prov. Kalimantan Tengah","Persen Kunjungan Neonatus KN1",2001,77.23
62,"Prov. Kalimantan Tengah","Persen Kunjungan Neonatus KN1",2002,85.13
62,"Prov. Kalimantan Tengah","Persen Kunjungan Neonatus KN1",2003,63.36
62,"Prov. Kalimantan Tengah","Persen Kunjungan Neonatus KN1",2004,83.49
62,"Prov. Kalimantan Tengah","Persen Kunjungan Neonatus KN1",2005,83.34
62,"Prov. Kalimantan Tengah","Persen Kunjungan Neonatus KN1",2006,77.1
62,"Prov. Kalimantan Tengah","Persen Kunjungan Neonatus KN1",2007,79.33
62,"Prov. Kalimantan Tengah","Persen Kunjungan Neonatus KN1",2008,
62,"Prov. Kalimantan Tengah","Persen Kunjungan Neonatus KN1",2009,83.2
62,"Prov. Kalimantan Tengah","Persen Kunjungan Neonatus KN1",2010,83.2
62,"Prov. Kalimantan Tengah","Persen Kunjungan Neonatus KN1",2011,83.2
62,"Prov. Kalimantan Tengah","Persen Kunjungan Neonatus KN1",2012,83.2
62,"Prov. Kalimantan Tengah","Persen Pemberian Fe3 Ibu Hamil",2000,78.96
62,"Prov. Kalimantan Tengah","Persen Pemberian Fe3 Ibu Hamil",2001,65.34
62,"Prov. Kalimantan Tengah","Persen Pemberian Fe3 Ibu Hamil",2002,77.98
62,"Prov. Kalimantan Tengah","Persen Pemberian Fe3 Ibu Hamil",2003,73.5
62,"Prov. Kalimantan Tengah","Persen Pemberian Fe3 Ibu Hamil",2004,73.34
62,"Prov. Kalimantan Tengah","Persen Pemberian Fe3 Ibu Hamil",2005,77.26
62,"Prov. Kalimantan Tengah","Persen Pemberian Fe3 Ibu Hamil",2006,50.61
62,"Prov. Kalimantan Tengah","Persen Pemberian Fe3 Ibu Hamil",2007,74.99
62,"Prov. Kalimantan Tengah","Persen Pemberian Fe3 Ibu Hamil",2008,22.04
62,"Prov. Kalimantan Tengah","Persen Pemberian Fe3 Ibu Hamil",2009,77.09
62,"Prov. Kalimantan Tengah","Persen Pemberian Fe3 Ibu Hamil",2010,77.09
62,"Prov. Kalimantan Tengah","Persen Pemberian Fe3 Ibu Hamil",2011,77.09
62,"Prov. Kalimantan Tengah","Persen Pemberian Fe3 Ibu Hamil",2012,77.09
62,"Prov. Kalimantan Tengah","Persen Salinakes",2000,74.99
62,"Prov. Kalimantan Tengah","Persen Salinakes",2001,67.2
62,"Prov. Kalimantan Tengah","Persen Salinakes",2002,68.5
62,"Prov. Kalimantan Tengah","Persen Salinakes",2003,70.18
62,"Prov. Kalimantan Tengah","Persen Salinakes",2004,72.13
62,"Prov. Kalimantan Tengah","Persen Salinakes",2005,74.91
62,"Prov. Kalimantan Tengah","Persen Salinakes",2006,71.16
62,"Prov. Kalimantan Tengah","Persen Salinakes",2007,73.34
62,"Prov. Kalimantan Tengah","Persen Salinakes",2008,74.37
62,"Prov. Kalimantan Tengah","Persen Salinakes",2009,77.68
62,"Prov. Kalimantan Tengah","Persen Salinakes",2010,77.68
62,"Prov. Kalimantan Tengah","Persen Salinakes",2011,77.68
62,"Prov. Kalimantan Tengah","Persen Salinakes",2012,77.68
62,"Prov. Kalimantan Tengah","PersentasePeserta KB Baru",2000,0
62,"Prov. Kalimantan Tengah","PersentasePeserta KB Baru",2001,3966
62,"Prov. Kalimantan Tengah","PersentasePeserta KB Baru",2002,82231
62,"Prov. Kalimantan Tengah","PersentasePeserta KB Baru",2003,1879
62,"Prov. Kalimantan Tengah","PersentasePeserta KB Baru",2004,0
62,"Prov. Kalimantan Tengah","PersentasePeserta KB Baru",2005,53456
62,"Prov. Kalimantan Tengah","PersentasePeserta KB Baru",2006,60807
62,"Prov. Kalimantan Tengah","PersentasePeserta KB Baru",2007,61847
62,"Prov. Kalimantan Tengah","PersentasePeserta KB Baru",2008,67280
62,"Prov. Kalimantan Tengah","PersentasePeserta KB Baru",2009,18.13
62,"Prov. Kalimantan Tengah","PersentasePeserta KB Baru",2010,18.13
62,"Prov. Kalimantan Tengah","PersentasePeserta KB Baru",2011,18.13
62,"Prov. Kalimantan Tengah","PersentasePeserta KB Baru",2012,18.13
62,"Prov. Kalimantan Tengah","Prevalensi BBLR per 100",2000,1.42
62,"Prov. Kalimantan Tengah","Prevalensi BBLR per 100",2001,0
62,"Prov. Kalimantan Tengah","Prevalensi BBLR per 100",2002,3.16
62,"Prov. Kalimantan Tengah","Prevalensi BBLR per 100",2003,0
62,"Prov. Kalimantan Tengah","Prevalensi BBLR per 100",2004,0
62,"Prov. Kalimantan Tengah","Prevalensi BBLR per 100",2005,0
62,"Prov. Kalimantan Tengah","Prevalensi BBLR per 100",2006,0
62,"Prov. Kalimantan Tengah","Prevalensi BBLR per 100",2007,16.2
62,"Prov. Kalimantan Tengah","Prevalensi BBLR per 100",2008,0
62,"Prov. Kalimantan Tengah","Prevalensi BBLR per 100",2009,0
62,"Prov. Kalimantan Tengah","Prevalensi BBLR per 100",2010,0
62,"Prov. Kalimantan Tengah","Prevalensi BBLR per 100",2011,0
62,"Prov. Kalimantan Tengah","Prevalensi BBLR per 100",2012,0
63,"Prov. Kalimantan Selatan","Jumlah Peserta JPK",2000,0
63,"Prov. Kalimantan Selatan","Jumlah Peserta JPK",2001,0
63,"Prov. Kalimantan Selatan","Jumlah Peserta JPK",2002,625891
63,"Prov. Kalimantan Selatan","Jumlah Peserta JPK",2003,645507
63,"Prov. Kalimantan Selatan","Jumlah Peserta JPK",2004,756933
63,"Prov. Kalimantan Selatan","Jumlah Peserta JPK",2005,1099687
63,"Prov. Kalimantan Selatan","Jumlah Peserta JPK",2006,1099687
63,"Prov. Kalimantan Selatan","Jumlah Peserta JPK",2007,1272850
63,"Prov. Kalimantan Selatan","Jumlah Peserta JPK",2008,0
63,"Prov. Kalimantan Selatan","Jumlah Peserta JPK",2009,0
63,"Prov. Kalimantan Selatan","Jumlah Peserta JPK",2010,0
63,"Prov. Kalimantan Selatan","Jumlah Peserta JPK",2011,0
63,"Prov. Kalimantan Selatan","Jumlah Peserta JPK",2012,0
63,"Prov. Kalimantan Selatan","Persen Balita Gizi Buruk",2000,0
63,"Prov. Kalimantan Selatan","Persen Balita Gizi Buruk",2001,.27
63,"Prov. Kalimantan Selatan","Persen Balita Gizi Buruk",2002,8.12
63,"Prov. Kalimantan Selatan","Persen Balita Gizi Buruk",2003,9.62
63,"Prov. Kalimantan Selatan","Persen Balita Gizi Buruk",2004,0
63,"Prov. Kalimantan Selatan","Persen Balita Gizi Buruk",2005,.02
63,"Prov. Kalimantan Selatan","Persen Balita Gizi Buruk",2006,0
63,"Prov. Kalimantan Selatan","Persen Balita Gizi Buruk",2007,8.4
63,"Prov. Kalimantan Selatan","Persen Balita Gizi Buruk",2008,0
63,"Prov. Kalimantan Selatan","Persen Balita Gizi Buruk",2009,0
63,"Prov. Kalimantan Selatan","Persen Balita Gizi Buruk",2010,0
63,"Prov. Kalimantan Selatan","Persen Balita Gizi Buruk",2011,0
63,"Prov. Kalimantan Selatan","Persen Balita Gizi Buruk",2012,0
63,"Prov. Kalimantan Selatan","Persen Desa UCI",2000,0
63,"Prov. Kalimantan Selatan","Persen Desa UCI",2001,0
63,"Prov. Kalimantan Selatan","Persen Desa UCI",2002,77.64
63,"Prov. Kalimantan Selatan","Persen Desa UCI",2003,70.04
63,"Prov. Kalimantan Selatan","Persen Desa UCI",2004,66.34
63,"Prov. Kalimantan Selatan","Persen Desa UCI",2005,66.45
63,"Prov. Kalimantan Selatan","Persen Desa UCI",2006,71.69
63,"Prov. Kalimantan Selatan","Persen Desa UCI",2007,64.68
63,"Prov. Kalimantan Selatan","Persen Desa UCI",2008,0
